!ENTRY_AC	AC
IPR005668	00620+2.3.3.13
IPR002034	00620+2.3.3.13
IPR013477	00620+2.3.3.14
IPR011872	00620+2.3.3.14
IPR018209	00620+2.7.1.40
IPR000890	00620+2.7.2.1
IPR006319	00620+2.7.9.2
IPR001792	00620+3.6.1.7
IPR015994	00620+4.1.1.49
IPR018951	00620+4.2.1.2
IPR001095	00620+6.4.1.2
IPR015426	00621+1.2.1.10
IPR017629	00621+4.1.3.39
IPR003361	00622+1.2.1.10
IPR023921	00625+1.1.1.1
IPR017624	00643+1.13.11.2
IPR005708	00643+1.13.11.5
IPR014007	00650+1.1.1.304
IPR028633	00625+1.1.1.1
IPR002425	00625+1.1.1.1
IPR003420	00625+1.1.2.7
IPR024564	00625+1.18.6.1
IPR023594	00625+3.8.1.5
IPR023310	00630+2.3.3.9
IPR000894	00630+4.1.1.39
IPR011806	00633+1.8.99.3
IPR010098	00640+2.3.1.54
IPR007956	00640+4.1.1.9
IPR012799	00640+4.2.1.17
IPR012803	00640+4.2.1.17
IPR025541	00640+4.2.1.28
IPR006098	00640+5.4.99.2
IPR006099	00640+5.4.99.2
IPR000796	00400+2.6.1.1
IPR011715	00400+2.6.1.5
IPR019999	00400+4.1.3.27
IPR010957	00400+5.4.99.5+4.2.1.51
IPR008240	00400+5.4.99.5
IPR008244	00400+5.4.99.5+1.3.1.12
IPR008238	00400+5.4.99.5
IPR011277	00401+1.3.1.12
IPR000796	00401+2.6.1.1
IPR030374	00410+2.5.1.16
IPR030668	00410+2.5.1.16
IPR030633	00410+3.5.2.2
IPR007956	00410+4.1.1.9
IPR006180	00410+4.2.1.17
IPR004614	00430+2.3.1.8
IPR012649	00440+3.11.1.3
IPR012698	00440+5.4.2.9
IPR013215	00450+2.1.1.14
IPR025702	00460+4.99.1.7
IPR004391	00471+5.1.1.3
IPR005784	00473+2.6.1.21
IPR001608	00473+5.1.1.1
IPR000291	00473+6.3.2.4
IPR004790	00480+1.1.1.42
IPR022675	00480+1.1.1.49
IPR019479	00480+1.11.1.15
IPR017559	00480+1.11.1.15
IPR013376	00480+1.11.1.9
IPR013509	00480+1.17.4.1
IPR003082	00480+2.5.1.18
IPR023042	00480+3.4.11.1
IPR000819	00480+3.4.11.1
IPR011556	00480+6.3.2.2
IPR014042	00480+6.3.2.3
IPR014049	00480+6.3.2.3
IPR011834	00500+2.4.1.1
IPR011638	00500+2.7.1.69
IPR011831	00500+2.7.7.27
IPR000125	00500+3.2.1.2
IPR006232	00500+3.2.1.26
IPR018232	00500+3.2.1.28
IPR008291	00500+3.2.1.3
IPR000334	00500+3.2.1.4
IPR001701	00500+3.2.1.4
IPR018189	00500+5.3.1.9
IPR007754	00510+2.4.1.143
IPR021173	00510+2.4.1.265
IPR004124	00511+3.2.1.18
IPR001944	00511+3.2.1.23
IPR006101	00511+3.2.1.23
IPR028755	00511+3.2.1.51
IPR026842	00512+2.4.1.122
IPR007873	00513+2.4.1.258
IPR015827	00513+2.4.1.68
IPR020007	00520+2.5.1.101
IPR020030	00520+2.5.1.97
IPR006206	00520+2.7.1.6
IPR000705	00520+2.7.1.6
IPR013012	00520+2.7.1.69
IPR013013	00520+2.7.1.69
IPR001538	00520+2.7.7.13
IPR012120	00520+2.7.7.30
IPR020039	00520+2.7.7.81
IPR005193	00520+3.2.1.55
IPR003764	00520+3.5.1.25
IPR006368	00520+4.2.1.47
IPR019490	00520+5.3.1.8+5.3.1.9
IPR018050	00520+5.3.1.8
IPR016066	00520+5.4.2.10
IPR016055	00520+5.4.2.10
IPR022673	00521+2.7.1.1
IPR004654	00521+2.7.1.2
IPR020552	00521+3.1.3.25
IPR001944	00531+3.2.1.23
IPR019801	00531+3.2.1.23
IPR018954	00531+3.2.1.23
IPR023230	00531+3.2.1.23
IPR018155	00531+3.2.1.35
IPR027260	00531+3.2.1.35
IPR015882	00531+3.2.1.52
IPR004866	00531+3.2.1.52
IPR028674	00564+3.1.3.4
IPR024632	00564+3.1.4.4
IPR001211	00565+3.1.1.4
IPR005065	00565+3.1.1.47
IPR028670	00565+3.1.3.4
IPR026744	00565+3.1.3.4
IPR017767	00565+3.1.4.3
IPR029881	00565+3.1.4.39
IPR003835	00540+2.4.1.182
IPR006218	00540+2.5.1.55
IPR003170	00550+1.3.1.98
IPR011601	00550+1.3.1.98
IPR006094	00550+1.3.1.98
IPR005905	00550+6.3.2.4
IPR022284	00561+2.3.1.15
IPR004552	00561+2.3.1.51
IPR029477	00561+2.7.1.107
IPR028794	00561+3.1.3.4
IPR008290	00562+2.7.1.137
IPR017163	00562+2.7.1.68
IPR022337	00562+3.1.3.25
IPR022891	00562+5.3.1.1
IPR002587	00562+5.5.1.4
IPR013717	00563+2.4.1.198
IPR001028	00563+3.1.4.50
IPR023003	00564+1.1.1.261
IPR006109	00564+1.1.1.94
IPR026417	00564+2.5.1.41
IPR016961	00564+2.7.1.107
IPR000883	00190+1.9.3.1
IPR022934	00190+3.6.1.1
IPR005714	00190+3.6.3.14
IPR024034	00190+3.6.3.14
IPR012508	00190+3.6.3.14
IPR000793	00195+3.6.3.14
IPR020971	00195+3.6.3.14
IPR020003	00195+3.6.3.14
IPR005726	00195+3.6.3.14
IPR005294	00195+3.6.3.14
IPR017612	00230+1.17.1.4
IPR000358	00230+1.17.4.1
IPR018016	00230+2.4.2.1
IPR028586	00230+2.7.4.10
IPR020792	00230+2.7.7.4
IPR025980	00230+2.7.7.4
IPR024390	00230+2.7.7.6
IPR015700	00230+2.7.7.6
IPR007066	00230+2.7.7.6
IPR007075	00230+2.7.7.6
IPR012757	00230+2.7.7.6
IPR008448	00230+2.7.7.6
IPR006592	00230+2.7.7.6
IPR006133	00230+2.7.7.7
IPR023073	00230+2.7.7.7
IPR022637	00230+2.7.7.7
IPR004578	00230+2.7.7.7
IPR021639	00230+2.7.7.7
IPR006309	00230+2.7.7.7
IPR013103	00230+2.7.7.7
IPR006134	00230+2.7.7.7
IPR024826	00230+2.7.7.7
IPR004615	00230+2.7.7.7
IPR014069	00230+2.7.7.8
IPR018953	00230+3.2.2.4
IPR017951	00230+3.5.1.5
IPR017950	00230+3.5.1.5
IPR002019	00230+3.5.1.5
IPR010191	00230+3.5.4.10
IPR006679	00230+3.5.4.2
IPR029749	00230+3.5.4.6
IPR015031	00230+3.6.1.15
IPR026490	00230+3.6.1.15
IPR000208	00230+3.6.1.15
IPR008738	00230+3.6.1.15
IPR013614	00230+3.6.1.15
IPR000069	00230+3.6.1.15
IPR000317	00230+3.6.1.15
IPR002535	00230+3.6.1.15
IPR003565	00230+3.6.1.17
IPR029885	00230+3.6.1.9
IPR017580	00230+4.1.1.97
IPR019468	00230+4.3.2.2
IPR005165	00230+4.6.1.1
IPR011644	00230+4.6.1.2
IPR011645	00230+4.6.1.2
IPR022955	00230+6.3.5.2
IPR008066	00232+1.14.14.1
IPR001447	00232+2.3.1.5
IPR026494	00240+1.17.4.1
IPR013345	00240+1.17.4.2
IPR005719	00240+1.3.5.2
IPR002082	00240+2.1.3.2
IPR004402	00240+2.4.2.1
IPR010943	00240+2.4.2.1
IPR006273	00240+2.4.2.10
IPR018090	00240+2.4.2.4
IPR005765	00240+2.4.2.9
IPR011818	00240+2.7.4.22
IPR011817	00240+2.7.4.22
IPR028585	00240+2.7.4.6
IPR007121	00240+2.7.7.6
IPR000684	00240+2.7.7.6
IPR012756	00240+2.7.7.6
IPR019462	00240+2.7.7.6
IPR012757	00240+2.7.7.6
IPR011262	00240+2.7.7.6
IPR006592	00240+2.7.7.6
IPR024728	00240+2.7.7.7
IPR029460	00240+2.7.7.7
IPR022637	00240+2.7.7.7
IPR015199	00240+2.7.7.7
IPR018320	00240+2.7.7.7
IPR027249	00240+2.7.7.7
IPR004578	00240+2.7.7.7
IPR015088	00240+2.7.7.7
IPR022880	00240+2.7.7.7
IPR001641	00240+2.7.7.7
IPR022634	00240+2.7.7.7
IPR012162	00240+2.7.7.8
IPR006420	00240+3.1.3.5
IPR013171	00240+3.5.4.5
IPR005480	00240+6.3.5.5
IPR028971	00250+1.4.1.2
IPR004631	00250+2.6.1.19
IPR004618	00250+6.3.1.1
IPR001637	00250+6.3.1.2
IPR027302	00250+6.3.1.2
IPR027529	00250+6.3.4.4
IPR023437	00250+6.3.4.5
IPR006426	00250+6.3.5.4
IPR023921	00260+1.1.1.1
IPR004627	00260+1.1.1.103
IPR005986	00260+1.2.1.11
IPR011264	00260+1.2.1.8
IPR020581	00260+1.4.4.2
IPR019798	00260+2.1.2.1
IPR023190	00260+3.1.3.3
IPR010462	00260+4.2.1.108
IPR018204	00260+4.2.1.20
IPR014333	00260+4.3.1.19
IPR005952	00260+5.4.2.11
IPR004456	00260+5.4.2.12
IPR011275	00270+1.1.1.37
IPR004223	00270+2.1.1.13
IPR030488	00270+2.1.1.37
IPR030374	00270+2.5.1.16
IPR005859	00270+2.5.1.47
IPR022636	00270+2.5.1.6
IPR002133	00270+2.5.1.6
IPR022631	00270+2.5.1.6
IPR002795	00270+2.5.1.6
IPR009212	00270+2.7.1.100
IPR005260	00270+2.7.2.4
IPR027511	00270+3.1.3.77
IPR000043	00270+3.3.1.1
IPR018166	00270+4.1.1.50
IPR027514	00270+4.2.1.109
IPR004644	00270+4.3.1.17
IPR006237	00270+4.4.1.11
IPR027619	00270+4.4.1.8
IPR012802	00280+4.2.1.17+1.1.1.35
IPR023510	00280+1.2.1.27
IPR010061	00280+1.2.1.27
IPR011554	00280+2.3.3.10
IPR014388	00280+2.8.3.5
IPR030021	00280+4.1.3.4
IPR006180	00281+4.2.1.17+1.1.1.35
IPR027167	00281+4.1.3.4
IPR013023	00290+1.1.1.86
IPR019455	00290+2.2.1.6
IPR000581	00290+4.2.1.9
IPR014333	00290+4.3.1.19
IPR001721	00290+4.3.1.19
IPR011147	00300+1.1.1.3+2.7.2.4
IPR016204	00300+1.1.1.3
IPR001342	00300+1.1.1.3
IPR022663	00300+1.17.1.8
IPR011770	00300+1.17.1.8
IPR000319	00300+1.2.1.11
IPR026586	00300+2.3.1.117
IPR013710	00300+2.3.1.89
IPR004418	00300+4.2.1.36
IPR001653	00300+5.1.1.7
IPR023784	00310+1.2.4.2
IPR011603	00310+1.2.4.2
IPR027281	00310+1.5.1.7
IPR006255	00310+2.3.1.61
IPR013547	00330+1.14.11.2
IPR017749	00330+1.2.1.19
IPR010136	00330+1.2.1.38
IPR000965	00330+1.2.1.41
IPR005766	00330+1.2.1.41+2.7.2.11
IPR025703	00330+1.5.5.2+1.2.1.88
IPR024089	00330+1.5.5.2+1.2.1.88
IPR011190	00330+2.3.1.1
IPR010164	00330+2.6.1.13
IPR005784	00330+2.6.1.21
IPR010159	00330+3.5.1.14
IPR014085	00330+3.5.1.54
IPR009049	00330+4.3.2.1
IPR003031	00330+4.3.2.1
IPR018223	00330+6.3.4.5
IPR024073	00330+6.3.4.5
IPR000965	00332+1.2.1.41
IPR016298	00340+3.6.1.31+1.1.1.23+3.5.4.19
IPR020621	00340+2.4.2.17
IPR005954	00340+4.2.1.19+3.1.3.15
IPR028632	00350+1.1.1.1
IPR005962	00350+1.14.16.2
IPR015800	00350+1.4.3.21
IPR000796	00350+2.6.1.1
IPR005960	00360+1.14.16.1
IPR012793	00360+2.3.1.174
IPR011715	00360+2.6.1.5
IPR023791	00360+3.7.1.14
IPR012743	00360+6.2.1.12
IPR017629	00362+4.1.3.39
IPR012802	00362+4.2.1.17
IPR006108	00362+4.2.1.17
IPR012799	00362+4.2.1.17
IPR012803	00362+4.2.1.17
IPR012801	00364+1.13.11.1
IPR024690	00364+4.2.1.84
IPR024708	00380+1.11.1.6
IPR008072	00380+1.14.14.1
IPR027519	00380+3.5.1.9
IPR007325	00380+3.5.1.9
IPR018176	00380+4.1.99.1
IPR012079	00010+1.1.1.1
IPR002425	00010+1.1.1.1
IPR014183	00010+1.1.1.1
IPR003420	00010+1.1.2.7
IPR011790	00010+2.7.1.146
IPR011638	00010+2.7.1.69
IPR011297	00010+2.7.1.69
IPR027250	00010+2.7.2.3
IPR000146	00010+3.1.3.11
IPR020548	00010+3.1.3.11
IPR018091	00010+4.1.1.32
IPR015994	00010+4.1.1.49
IPR006411	00010+4.1.2.13
IPR000941	00010+4.2.1.11
IPR000652	00010+5.3.1.1
IPR010551	00010+5.3.1.9
IPR014273	00020+1.1.1.42
IPR011603	00020+1.2.4.2
IPR011281	00020+1.3.5.1
IPR025192	00020+1.3.5.1
IPR011167	00020+4.2.1.2
IPR019893	00030+1.1.5.2
IPR013985	00030+1.2.7.5
IPR009161	00030+2.7.1.11
IPR003501	00030+2.7.1.69
IPR018113	00030+2.7.1.69
IPR011299	00030+2.7.1.69
IPR004464	00030+3.1.3.11
IPR017120	00030+4.1.2.43
IPR015426	00650+1.2.1.10
IPR010085	00650+1.3.1.86
IPR011281	00650+1.3.5.1
IPR004489	00650+1.3.5.1
IPR005884	00650+1.3.5.4
IPR012846	00650+2.2.1.6
IPR010098	00650+2.3.1.54
IPR004631	00650+2.6.1.19
IPR014388	00650+2.8.3.5
IPR027167	00650+4.1.3.4
IPR030020	00650+4.1.3.4
IPR006176	00650+4.2.1.17+1.1.1.35
IPR017866	00660+6.2.1.5
IPR005809	00660+6.2.1.5
IPR023451	00670+2.1.1.45
IPR000398	00670+2.1.1.45
IPR002695	00670+2.1.2.3
IPR012886	00670+2.1.2.5
IPR014619	00670+2.1.2.8
IPR000559	00670+6.3.4.3
IPR015953	00680+1.14.13.25
IPR016457	00680+1.2.99.5
IPR017678	00680+1.8.98.1
IPR012740	00680+2.1.1.250
IPR005779	00680+2.1.1.86
IPR005778	00680+2.1.1.86
IPR005866	00680+2.1.1.86
IPR021079	00680+2.1.1.90
IPR004614	00680+2.3.1.8
IPR010766	00680+2.3.1.8
IPR008924	00680+2.8.4.1
IPR000146	00680+3.1.3.11
IPR004469	00680+3.1.3.3
IPR029768	00680+4.1.2.13
IPR004456	00680+5.4.2.12
IPR010097	00710+1.1.1.37
IPR011274	00710+1.1.1.37
IPR029890	00740+3.6.1.9
IPR006272	00750+2.6.1.52
IPR022487	00760+1.4.1.21
IPR011269	00760+2.4.2.1
IPR021175	00760+2.7.1.23
IPR015375	00760+3.6.1.22
IPR003694	00760+6.3.1.5
IPR003190	00770+4.1.1.11
IPR004404	00770+4.2.1.9
IPR004562	00785+2.7.7.63
IPR009159	00790+1.5.1.3
IPR016227	00790+2.5.1.15
IPR005802	00790+2.6.1.85
IPR002678	00790+3.5.4.16
IPR000385	00790+4.1.99.18
IPR008069	00830+1.14.14.1
IPR028281	00860+4.99.1.4+1.3.1.76
IPR028162	00860+4.99.1.4+1.3.1.76
IPR027418	00860+1.3.3.4
IPR005969	00860+1.3.7.7
IPR002748	00860+2.1.1.195
IPR010961	00860+2.3.1.37
IPR025826	00860+2.5.1.17
IPR028546	00860+3.2.1.31
IPR006361	00860+4.1.1.37
IPR014422	00860+5.4.99.60
IPR026877	00900+1.1.1.267
IPR002202	00900+1.1.1.34
IPR022937	00900+2.7.1.36
IPR006205	00900+2.7.1.36
IPR012803	00903+4.2.1.17
IPR014101	00906+5.2.1.13
IPR028971	00910+1.4.1.2
IPR017881	00910+1.7.1.15
IPR004137	00910+1.7.99.1
IPR018343	00910+4.2.1.1
IPR018442	00910+4.2.1.1
IPR003712	00910+4.2.1.104
IPR001637	00910+6.3.1.2
IPR027303	00910+6.3.1.2
IPR011636	00920+1.8.5.2
IPR024951	00920+2.7.7.4
IPR005666	00920+3.6.3.25
IPR006180	00930+4.2.1.17+1.1.1.35
IPR012803	00930+4.2.1.17
IPR029590	00940+1.11.1.7
IPR000823	00940+1.11.1.7
IPR017829	00941+1.1.1.219
IPR016088	00941+5.5.1.6
IPR022518	00950+2.6.1.1
IPR017128	00965+2.1.1.6
IPR005786	00966+2.6.1.42
IPR001555	00970+2.1.2.9
IPR005794	00970+2.1.2.9
IPR004495	00970+6.1.1.10
IPR004503	00970+6.1.1.11
IPR002316	00970+6.1.1.15
IPR004500	00970+6.1.1.15
IPR022861	00970+6.1.1.18
IPR005148	00970+6.1.1.19
IPR004095	00970+6.1.1.3
IPR015011	00970+6.1.1.3
IPR002313	00970+6.1.1.6
IPR020556	00970+6.3.5.7
IPR012079	00980+1.1.1.1
IPR023921	00982+1.1.1.1
IPR002424	00982+1.1.1.1
IPR002257	00982+1.14.13.8
IPR008072	00982+1.14.14.1
IPR003081	00982+2.5.1.18
IPR005442	00982+2.5.1.18
IPR005990	00983+1.1.1.205
IPR010058	00983+2.4.2.3
IPR029930	00983+2.7.1.48
IPR020797	00983+3.5.4.5
IPR022955	00983+6.3.5.2
IPR015824	00710+2.7.2.3
IPR020888	00710+4.1.1.39
IPR012802	00720+4.2.1.17+1.1.1.35
IPR006180	00720+4.2.1.17+1.1.1.35
IPR011274	00720+1.1.1.37
IPR010766	00720+2.3.1.8
IPR000890	00720+2.7.2.1
IPR023865	00720+2.7.2.1
IPR006319	00720+2.7.9.2
IPR018129	00720+4.1.1.31
IPR022805	00720+4.1.1.31
IPR006249	00720+4.2.1.3
IPR020628	00720+6.3.4.3
IPR003733	00730+2.5.1.3
IPR008867	00730+2.8.1.10
IPR010240	00730+2.8.1.7
IPR000745	00730+3.6.1.15
IPR011492	00730+3.6.1.15
IPR019912	00740+1.5.1.38
IPR024902	00740+2.7.7.2
IPR002115	00740+3.1.3.2
IPR026019	00030+5.1.3.1
IPR020672	00030+5.3.1.6
IPR018189	00030+5.3.1.9
IPR028357	00040+1.1.1.22
IPR016267	00040+2.7.7.9
IPR028546	00040+3.2.1.31
IPR024664	00040+5.3.1.4
IPR013453	00040+5.3.1.5
IPR023027	00051+1.1.1.17
IPR000023	00051+2.7.1.11
IPR022953	00051+2.7.1.11
IPR013449	00051+2.7.1.5
IPR018113	00051+2.7.1.69
IPR011297	00051+2.7.1.69
IPR000805	00051+3.2.1.78
IPR022790	00051+3.2.1.78
IPR006412	00051+4.1.2.13
IPR004782	00051+4.1.2.17
IPR000652	00051+5.3.1.1
IPR020861	00051+5.3.1.1
IPR015912	00052+2.7.1.11
IPR019539	00052+2.7.1.6
IPR003501	00052+2.7.1.69
IPR018113	00052+2.7.1.69
IPR013012	00052+2.7.1.69
IPR016275	00052+3.1.3.9
IPR002241	00052+3.2.1.22
IPR001944	00052+3.2.1.23
IPR006103	00052+3.2.1.23
IPR018053	00052+3.2.1.26
IPR003764	00052+3.5.1.25
IPR013692	00052+5.1.3.2
IPR018052	00052+5.1.3.3
IPR001996	00053+2.7.1.69
IPR011618	00053+2.7.1.69
IPR018113	00053+2.7.1.69
IPR017654	00053+4.2.1.42
IPR010084	00061+4.2.1.59
IPR030310	00061+6.2.1.3
IPR000438	00061+6.4.1.2
IPR012805	00062+2.3.1.16
IPR002076	00062+2.3.1.199
IPR002425	00071+1.1.1.1
IPR023206	00071+1.14.14.1
IPR010122	00072+2.3.3.10
IPR023653	00072+4.1.1.4
IPR030020	00072+4.1.3.4
IPR008670	00073+1.2.1.50
IPR002949	00100+1.14.13.126
IPR010089	00130+1.6.5.2
IPR022829	00130+3.1.2.28
IPR030681	00140+1.14.13.17
IPR008068	00140+1.14.14.1
IPR025192	00190+1.3.5.1
IPR019721	00190+1.6.99.3+1.6.5.3
IPR023921	00592+1.1.1.1
IPR012799	00592+4.2.1.17
IPR026744	00600+3.1.3.4
IPR029456	00600+3.2.1.18
IPR026856	00600+3.2.1.18
IPR023933	00600+3.2.1.23
IPR025705	00603+3.2.1.52
IPR001252	00620+1.1.1.37
IPR011274	00620+1.1.1.37
IPR017597	00620+1.2.4.1
IPR023310	00620+2.3.3.9
IPR007566	00620+4.1.1.31
IPR018091	00620+4.1.1.32
IPR014089	00620+6.2.1.13
IPR012079	00621+1.2.1.10
IPR023793	00621+4.2.1.80
IPR012079	00622+1.2.1.10
IPR015426	00622+1.2.1.10
IPR023793	00622+4.2.1.80
IPR012802	00623+1.1.1.35
IPR000022	00640+6.4.1.2
IPR003168	00643+4.2.1.84
IPR025702	00643+4.99.1.7
IPR014183	00625+1.1.1.1
IPR028632	00626+1.1.1.1
IPR017631	00626+1.14.13.1
IPR008071	00627+1.14.14.1
IPR017607	00627+1.3.7.9
IPR011158	00627+3.1.3.2
IPR010025	00627+3.1.3.2
IPR001792	00627+3.6.1.7
IPR012799	00627+4.2.1.17
IPR011283	00630+1.1.1.36
IPR010582	00630+1.11.1.6
IPR002226	00630+1.11.1.6
IPR019830	00630+2.3.3.9
IPR011076	00630+2.3.3.9
IPR017712	00630+4.1.1.39
IPR020888	00630+4.1.1.39
IPR015933	00630+4.2.1.3
IPR004809	00630+6.3.1.2
IPR027302	00630+6.3.1.2
IPR010047	00633+1.2.99.2
IPR004372	00640+2.7.2.1
IPR006180	00640+4.2.1.17
IPR015929	00640+4.2.1.99
IPR006653	00400+4.2.1.20
IPR001086	00400+4.2.1.51
IPR020541	00400+4.2.3.5
IPR008244	00401+1.3.1.12
IPR022518	00401+2.6.1.1
IPR005957	00401+2.6.1.5
IPR012802	00410+4.2.1.17
IPR003721	00410+6.3.2.1
IPR012864	00430+1.13.11.19
IPR010300	00430+1.13.11.20
IPR007780	00430+1.4.1.2
IPR004372	00430+2.7.2.1
IPR000890	00430+2.7.2.1
IPR012696	00440+3.6.1.63
IPR020024	00450+2.7.1.164
IPR011784	00450+2.7.7.4
IPR025980	00450+2.7.7.4
IPR027535	00450+2.7.7.4
IPR024951	00450+2.7.7.4
IPR019872	00450+2.9.1.2
IPR006238	00450+4.4.1.8
IPR019798	00460+2.1.2.1
IPR004618	00460+6.3.1.1
IPR020622	00473+5.1.1.1
IPR012284	00480+1.1.1.44
IPR001282	00480+1.1.1.49
IPR004675	00480+1.11.1.15
IPR004674	00480+1.11.1.15
IPR024434	00480+1.17.4.1
IPR013346	00480+1.17.4.1
IPR008926	00480+1.17.4.1
IPR012778	00480+3.4.11.2
IPR006336	00480+6.3.2.2
IPR006335	00480+6.3.2.2+6.3.2.3
IPR004218	00480+6.3.2.3
IPR005615	00480+6.3.2.3
IPR011833	00500+2.4.1.1
IPR006407	00500+2.4.1.18
IPR011297	00500+2.7.1.69
IPR029503	00500+2.7.1.69
IPR018455	00500+2.7.1.69
IPR005771	00500+2.7.7.9
IPR012847	00500+3.1.3.24
IPR014635	00500+3.2.1.1
IPR018053	00500+3.2.1.26
IPR001661	00500+3.2.1.28
IPR006425	00500+3.2.1.3
IPR000852	00500+3.2.1.37
IPR018221	00500+3.2.1.4
IPR023096	00500+5.3.1.9
IPR011857	00500+5.3.1.9
IPR005013	00510+2.4.99.18
IPR013739	00511+3.2.1.23
IPR014551	00511+3.2.1.45
IPR015882	00511+3.2.1.52
IPR003038	00513+2.4.99.18
IPR022956	00513+3.2.1.52
IPR028358	00520+1.1.1.132
IPR011601	00520+1.3.1.98
IPR012369	00520+2.7.1.46
IPR013011	00520+2.7.1.69
IPR003501	00520+2.7.1.69
IPR018113	00520+2.7.1.69
IPR011300	00520+2.7.1.69
IPR005774	00520+2.7.7.9
IPR000400	00520+3.2.1.132
IPR005089	00520+3.2.1.14
IPR028829	00520+3.2.1.165
IPR015882	00520+3.2.1.52
IPR022956	00520+3.2.1.52
IPR010720	00520+3.2.1.55
IPR013445	00520+4.2.1.45
IPR007260	00520+5.1.3.9
IPR011857	00520+5.3.1.8+5.3.1.9
IPR005844	00520+5.4.2.10
IPR005843	00520+5.4.2.10
IPR029900	00523+1.1.1.133
IPR016863	00523+4.3.1.30
IPR019807	00524+2.7.1.1
IPR012429	00531+2.3.1.78
IPR023232	00531+3.2.1.23
IPR013738	00531+3.2.1.23
IPR028546	00531+3.2.1.31
IPR009860	00531+3.2.1.35
IPR027673	00534+2.4.1.224+2.4.1.225
IPR026744	00564+3.1.3.4
IPR001531	00564+3.1.4.3
IPR013090	00565+3.1.1.4
IPR015679	00565+3.1.4.4
IPR007507	00540+2.4.99.12
IPR006269	00540+2.5.1.55
IPR004528	00540+2.7.7.38
IPR010138	00540+3.6.1.54
IPR011912	00540+5.1.3.20
IPR011813	00550+2.4.1.129
IPR004276	00550+2.4.1.227
IPR000291	00550+6.3.2.4
IPR028670	00561+3.1.3.4
IPR020552	00562+3.1.3.25
IPR030587	00562+3.1.3.64
IPR001711	00562+3.1.4.11
IPR016279	00562+3.1.4.11
IPR028398	00562+3.1.4.11
IPR023757	00562+3.7.1.22
IPR020861	00562+5.3.1.1
IPR019328	00563+2.4.1.198
IPR009158	00564+1.1.5.3
IPR007318	00564+2.1.1.17
IPR028353	00564+2.3.1.42
IPR023547	00564+2.5.1.42
IPR026027	00564+2.7.8.24
IPR002334	00564+3.1.1.32
IPR001211	00564+3.1.1.4
IPR008069	00590+1.14.14.1
IPR021093	00190+1.6.99.5
IPR014368	00190+1.9.3.1
IPR009455	00190+3.6.3.14
IPR014909	00195+1.10.9.1
IPR023960	00195+1.10.9.1
IPR020005	00195+3.6.3.14
IPR000194	00195+3.6.3.14
IPR023366	00195+3.6.3.14
IPR008926	00230+1.17.4.1
IPR013678	00230+1.17.4.1
IPR002042	00230+1.7.3.3
IPR010943	00230+2.4.2.1
IPR005854	00230+2.4.2.14
IPR010079	00230+2.4.2.22
IPR007862	00230+2.7.4.3
IPR028582	00230+2.7.4.6+2.7.4.3
IPR020618	00230+2.7.4.3
IPR001564	00230+2.7.4.6
IPR011410	00230+2.7.4.6
IPR011784	00230+2.7.7.4
IPR009163	00230+2.7.7.53
IPR012754	00230+2.7.7.6
IPR015712	00230+2.7.7.6
IPR007080	00230+2.7.7.6
IPR011773	00230+2.7.7.6
IPR012758	00230+2.7.7.6
IPR007646	00230+2.7.7.6
IPR006288	00230+2.7.7.6
IPR011262	00230+2.7.7.6
IPR007083	00230+2.7.7.6
IPR000201	00230+2.7.7.7
IPR011708	00230+2.7.7.7
IPR027249	00230+2.7.7.7
IPR024754	00230+2.7.7.7
IPR001462	00230+2.7.7.7
IPR017964	00230+2.7.7.7
IPR010659	00230+2.7.7.7
IPR004805	00230+2.7.7.7
IPR014382	00230+2.7.7.7
IPR013660	00230+2.7.7.7
IPR012162	00230+2.7.7.8
IPR030048	00230+3.1.3.5
IPR011612	00230+3.5.1.5
IPR008221	00230+3.5.1.5
IPR017593	00230+3.5.2.5
IPR008579	00230+3.5.3.26
IPR015908	00230+3.5.3.4
IPR021573	00230+3.6.1.15
IPR013193	00230+3.6.1.15
IPR000404	00230+3.6.1.15
IPR030399	00230+3.6.1.15
IPR001665	00230+3.6.1.15
IPR004948	00230+3.6.1.15
IPR028923	00230+6.3.2.6
IPR018236	00230+6.3.2.6
IPR020559	00230+6.3.4.13
IPR010672	00230+6.3.4.23
IPR027509	00230+6.3.4.4
IPR001114	00230+6.3.4.4
IPR026598	00230+6.3.5.2
IPR010075	00230+6.3.5.3
IPR014309	00232+1.17.3.2
IPR030475	00240+1.17.4.1
IPR011270	00240+2.4.2.1
IPR013465	00240+2.4.2.4
IPR029930	00240+2.4.2.9+2.7.1.48
IPR023005	00240+2.7.4.6
IPR012755	00240+2.7.7.6
IPR024075	00240+2.7.7.6
IPR007066	00240+2.7.7.6
IPR019969	00240+2.7.7.6
IPR016033	00240+2.7.7.7
IPR013697	00240+2.7.7.7
IPR023211	00240+2.7.7.7
IPR011708	00240+2.7.7.7
IPR015833	00240+2.7.7.7
IPR017964	00240+2.7.7.7
IPR013103	00240+2.7.7.7
IPR004805	00240+2.7.7.7
IPR024647	00240+2.7.7.7
IPR013660	00240+2.7.7.7
IPR022001	00240+2.7.7.7
IPR025724	00240+2.7.7.7
IPR024403	00240+3.5.2.3
IPR023537	00240+3.6.1.23
IPR011995	00240+4.1.1.23
IPR006274	00240+6.3.5.5
IPR005931	00250+1.2.1.88
IPR001114	00250+6.3.4.4
IPR028635	00260+1.1.1.1
IPR028632	00260+1.1.1.1
